#node1	node2	node1_string_id	node2_string_id	neighborhood_on_chromosome	gene_fusion	phylogenetic_cooccurrence	homology	coexpression	experimentally_determined_interaction	database_annotated	automated_textmining	combined_score
ABCC1	ABCG2	9606.ENSP00000382342	9606.ENSP00000498246	0	0	0	0	0.057	0.100	0	0.968	0.971
MMP1	MMP2	9606.ENSP00000322788	9606.ENSP00000219070	0	0	0	0.864	0.181	0	0.900	0.215	0.930
MMP1	MMP3	9606.ENSP00000322788	9606.ENSP00000299855	0	0	0.064	0.951	0.657	0	0.900	0.597	0.985
MMP1	MMP9	9606.ENSP00000322788	9606.ENSP00000361405	0	0	0	0.743	0.154	0	0.900	0.725	0.974
MMP10	MMP3	9606.ENSP00000279441	9606.ENSP00000299855	0	0	0.050	0.980	0.393	0.818	0.500	0.572	0.973
MMP2	STAT3	9606.ENSP00000219070	9606.ENSP00000264657	0	0	0	0	0.074	0.226	0.500	0.793	0.916
MMP2	MMP9	9606.ENSP00000219070	9606.ENSP00000361405	0	0	0.061	0.927	0.128	0	0.900	0.116	0.918
MMP2	NCF1	9606.ENSP00000219070	9606.ENSP00000289473	0	0	0	0	0.056	0	0.900	0.300	0.928
MMP3	MMP9	9606.ENSP00000299855	9606.ENSP00000361405	0	0	0.075	0.784	0.145	0	0.900	0.514	0.956
MMP3	SPP1	9606.ENSP00000299855	9606.ENSP00000378517	0	0	0	0	0.070	0	0.750	0.992	0.997
MMP9	MPO	9606.ENSP00000361405	9606.ENSP00000225275	0	0	0	0	0.085	0	0	0.967	0.969
MMP9	NCF1	9606.ENSP00000361405	9606.ENSP00000289473	0	0	0	0	0.189	0	0.900	0.432	0.950
MMP9	TNF	9606.ENSP00000361405	9606.ENSP00000398698	0	0	0	0	0.207	0	0	0.915	0.930
MMP9	SPP1	9606.ENSP00000361405	9606.ENSP00000378517	0	0	0	0	0.138	0	0	0.941	0.947
MYC	STAT3	9606.ENSP00000478887	9606.ENSP00000264657	0	0	0	0	0.066	0.612	0.750	0.859	0.985
MYC	TP53	9606.ENSP00000478887	9606.ENSP00000269305	0	0	0	0	0.067	0.300	0	0.997	0.997
MYC	NFE2L2	9606.ENSP00000478887	9606.ENSP00000380252	0	0	0	0	0.066	0.531	0.750	0.693	0.961
NCF1	VCAM1	9606.ENSP00000289473	9606.ENSP00000294728	0	0	0	0	0.043	0	0.900	0.445	0.942
NCF1	PRKCA	9606.ENSP00000289473	9606.ENSP00000408695	0	0	0	0	0.060	0.510	0.900	0.417	0.969
NCF1	PRKCB	9606.ENSP00000289473	9606.ENSP00000496129	0	0	0	0	0.178	0.625	0.900	0.305	0.975
NFE2L2	NQO1	9606.ENSP00000380252	9606.ENSP00000319788	0	0	0	0	0.082	0.292	0.500	0.940	0.978
NFKBIA	TP53	9606.ENSP00000216797	9606.ENSP00000269305	0	0	0	0	0.051	0.623	0	0.781	0.915
NFKBIA	STAT1	9606.ENSP00000216797	9606.ENSP00000354394	0	0	0	0	0.115	0.294	0	0.877	0.917
NFKBIA	TNF	9606.ENSP00000216797	9606.ENSP00000398698	0	0	0	0	0.338	0.292	0	0.937	0.967
NFKBIA	RELA	9606.ENSP00000216797	9606.ENSP00000384273	0	0.003	0	0	0.147	0.999	0.900	0.999	0.999
NOS2	NOS3	9606.ENSP00000327251	9606.ENSP00000297494	0	0	0.069	0.942	0	0.087	0.900	0.090	0.912
NOS2	PTGS2	9606.ENSP00000327251	9606.ENSP00000356438	0	0	0	0	0	0.095	0	0.902	0.908
NQO1	ODC1	9606.ENSP00000319788	9606.ENSP00000234111	0.061	0	0	0	0.049	0	0.900	0.530	0.952
NQO1	TP53	9606.ENSP00000319788	9606.ENSP00000269305	0	0	0	0	0	0.735	0	0.806	0.946
NR1I2	RXRA	9606.ENSP00000336528	9606.ENSP00000419692	0	0	0	0.628	0	0.970	0	0.982	0.999
PARP1	TP53	9606.ENSP00000355759	9606.ENSP00000269305	0	0	0	0	0.067	0.794	0	0.870	0.972
PCNA	TP53	9606.ENSP00000368458	9606.ENSP00000269305	0	0	0	0	0.067	0.777	0.500	0.265	0.913
PLAT	THBD	9606.ENSP00000220809	9606.ENSP00000366307	0	0	0	0	0.092	0.094	0	0.903	0.913
PLAT	SERPINE1	9606.ENSP00000220809	9606.ENSP00000223095	0	0	0	0	0.202	0.959	0.900	0.999	0.999
PLAU	SERPINE1	9606.ENSP00000361850	9606.ENSP00000223095	0	0	0	0	0.259	0.977	0.540	0.999	0.999
PPARA	RXRB	9606.ENSP00000385523	9606.ENSP00000363817	0	0	0	0.683	0.056	0.311	0.800	0.545	0.932
PPARA	RXRA	9606.ENSP00000385523	9606.ENSP00000419692	0	0	0	0.689	0.084	0.840	0.900	0.986	0.999
PPARD	RXRB	9606.ENSP00000310928	9606.ENSP00000363817	0	0	0	0.705	0.062	0.398	0.800	0.595	0.948
PPARD	RXRA	9606.ENSP00000310928	9606.ENSP00000419692	0	0	0	0.699	0.049	0.761	0.900	0.838	0.995
PPARG	TP53	9606.ENSP00000287820	9606.ENSP00000269305	0	0	0	0	0	0.305	0.500	0.866	0.949
PPARG	SLC2A4	9606.ENSP00000287820	9606.ENSP00000320935	0	0	0	0	0.059	0	0.500	0.872	0.934
PPARG	RXRB	9606.ENSP00000287820	9606.ENSP00000363817	0	0	0	0.658	0.049	0.632	0.900	0.503	0.980
PPARG	SREBF1	9606.ENSP00000287820	9606.ENSP00000348069	0	0	0	0	0.043	0	0.750	0.933	0.982
PPARG	RELA	9606.ENSP00000287820	9606.ENSP00000384273	0	0	0	0	0.087	0.834	0.750	0.976	0.998
PPARG	RXRA	9606.ENSP00000287820	9606.ENSP00000419692	0	0	0	0.688	0.061	0.999	0.900	0.987	0.999
PRKCA	PRKCB	9606.ENSP00000408695	9606.ENSP00000496129	0	0	0.050	0.981	0.084	0.623	0.900	0.056	0.963
PTGES	PTGS1	9606.ENSP00000342385	9606.ENSP00000354612	0	0	0	0	0	0	0.900	0.741	0.973
PTGES	PTGS2	9606.ENSP00000342385	9606.ENSP00000356438	0	0	0	0	0.074	0	0.900	0.828	0.982
PTGS1	PTGS2	9606.ENSP00000354612	9606.ENSP00000356438	0	0	0.057	0.966	0.157	0.292	0.900	0.192	0.946
PTGS2	STAT3	9606.ENSP00000356438	9606.ENSP00000264657	0	0	0	0	0.061	0	0.750	0.726	0.930
PTGS2	TP53	9606.ENSP00000356438	9606.ENSP00000269305	0	0	0	0	0	0.820	0	0.866	0.974
PTGS2	TNF	9606.ENSP00000356438	9606.ENSP00000398698	0	0	0	0	0.185	0	0	0.901	0.916
RB1	TP53	9606.ENSP00000267163	9606.ENSP00000269305	0	0	0	0	0.064	0.510	0	0.872	0.936
RB1	RUNX2	9606.ENSP00000267163	9606.ENSP00000360493	0	0	0	0	0	0.512	0.700	0.816	0.970
RELA	STAT3	9606.ENSP00000384273	9606.ENSP00000264657	0	0	0	0	0.171	0.793	0	0.959	0.992
RELA	TP53	9606.ENSP00000384273	9606.ENSP00000269305	0	0	0	0	0.126	0.450	0	0.914	0.955
RELA	TNF	9606.ENSP00000384273	9606.ENSP00000398698	0	0	0	0	0.118	0.516	0.900	0.944	0.997
RUNX2	STAT1	9606.ENSP00000360493	9606.ENSP00000354394	0	0	0	0	0.059	0	0.700	0.812	0.942
RUNX2	SPP1	9606.ENSP00000360493	9606.ENSP00000378517	0	0	0	0	0	0	0	0.901	0.901
RXRA	RXRB	9606.ENSP00000419692	9606.ENSP00000363817	0	0	0.055	0.968	0.060	0	0.900	0.347	0.934
SELE	VCAM1	9606.ENSP00000331736	9606.ENSP00000294728	0	0	0	0	0.179	0	0	0.976	0.979
SOAT1	SOAT2	9606.ENSP00000356591	9606.ENSP00000301466	0	0	0.073	0.935	0	0	0.900	0.100	0.909
STAT1	STAT3	9606.ENSP00000354394	9606.ENSP00000264657	0	0	0.064	0.947	0.192	0.874	0.900	0.982	0.999
STAT3	TNF	9606.ENSP00000264657	9606.ENSP00000398698	0	0	0	0	0.070	0	0.500	0.881	0.939
STAT3	TP53	9606.ENSP00000264657	9606.ENSP00000269305	0	0	0	0	0.063	0.164	0.800	0.970	0.994
TNF	VCAM1	9606.ENSP00000398698	9606.ENSP00000294728	0	0	0	0	0.100	0	0	0.918	0.923
TNF	XIAP	9606.ENSP00000398698	9606.ENSP00000360242	0	0	0	0	0.055	0	0.500	0.810	0.902
